step,reward
351,59.9706
352,60.003864
353,56.011955
354,60.105083
355,56.05352
356,60.14652
357,60.17933
358,56.068157
359,60.040836
360,60.133335
361,60.16565
362,56.114918
363,60.027107
364,60.11912
365,60.15096
366,60.122623
367,56.13237
368,60.103912
369,60.195286
370,56.145405
371,60.17666
372,60.20774
373,56.15823
374,60.2492
375,60.22
376,56.170853
377,60.201538
378,56.092697
379,60.183273
380,60.213684
381,60.24394
382,56.195496
383,60.04564
384,60.075626
385,56.02753
386,56.03969
387,60.06961
388,60.15938
389,60.128998
390,60.09846
391,60.127773
392,60.216938
393,60.245953
394,60.334824
395,60.363544
396,60.332123
397,56.28499
398,60.373466
399,60.281803
400,56.235
401,60.323242
402,60.291344
403,60.259304
404,60.34713
405,56.24074
406,56.25458
407,56.20865
408,60.23647
409,56.130806
410,56.025368
411,60.11314
412,56.067963
413,60.095642
414,60.123188
415,56.138313
416,56.093655
417,60.06115
418,60.148518
419,60.235752
420,60.322857
421,60.349834
422,60.436684
423,60.523403
424,60.61
425,56.565884
426,56.58197
427,56.478268
428,56.374767
429,60.3414
430,60.36791
431,60.334293
432,56.23111
433,60.197414
434,60.283596
435,60.369656
436,60.395596
437,60.421417
438,60.447124
439,60.53271
440,60.55818
441,56.575512
442,56.53303
443,56.490746
444,56.44865
445,60.474155
446,60.49955
447,56.51772
448,56.47607
449,60.441425
450,60.52667
451,60.611797
452,60.516815
453,56.535496
454,56.43436
455,60.45934
456,56.418423
457,60.383327
458,56.28262
459,60.36745
460,56.326958
461,56.346638
462,56.246494
463,56.206524
464,60.291378
465,60.316128
466,60.160774
467,56.181072
468,60.205643
469,56.16614
470,60.250637
471,56.211338
472,60.235764
473,56.25666
474,60.34101
475,56.302105
476,56.263363
477,56.22478
478,56.24636
479,56.2081
480,60.1725
481,55.95443
482,59.978756
483,59.94298
484,60.027107
485,56.04928
486,59.953335
487,60.03729
488,60.061146
489,56.083557
490,59.987347
491,60.071037
492,56.033657
493,56.05643
494,56.079353
495,60.04303
496,60.066612
497,60.1501
498,60.233494
499,60.316795
500,60.34
501,56.303234
502,60.266373
503,56.16978
504,60.252857
505,60.335842
506,60.418736
507,56.382366
508,60.405197
509,56.369
510,56.332943
511,60.355732
512,60.25844
513,56.222572
514,60.305214
515,60.387768
516,56.412094
517,60.434586
518,60.45699
519,56.4215
520,56.326153
521,60.348522
522,60.370804
523,56.33564
524,60.357864
525,56.38286
526,60.405018
527,60.427097
528,56.452274
529,60.41429
530,60.376225
531,56.341583
532,56.247066
533,60.148968
534,60.170788
535,60.132523
536,56.09821
537,56.064022
538,60.025726
539,60.047348
540,60.128887
541,56.0949
542,56.121033
543,60.14254
544,56.10882
545,60.010277
546,60.09165
547,55.9981
548,60.079414
549,60.100655
550,56.067272
551,56.09401
552,60.055218
553,60.076347
554,60.0374
555,60.05838
556,56.025322
557,60.04625
558,56.013332
559,60.094204
560,56.12143
561,56.08877
562,56.116226
563,60.077087
564,60.037872
565,60.058582
566,60.13922
567,60.15979
568,60.180283
569,56.14798
570,60.168423
571,56.136253
572,60.09664
573,59.936962
574,55.90495
575,59.86522
576,59.885418
577,59.965546
578,55.993702
579,55.84197
580,59.86207
581,59.9421
582,55.910515
583,59.990498
584,60.07041
585,56.038975
586,59.99884
587,55.96753
588,59.987347
589,60.067097
590,60.14678
591,60.166397
592,60.065945
593,60.08543
594,56.054344
595,59.95378
596,55.922817
597,55.95196
598,59.97137
599,56.000633
600,59.9
601,59.9793
602,60.058537
603,60.13771
604,56.10715
605,60.18628
606,56.215843
607,60.294926
608,60.373947
609,56.403645
610,56.43344
611,60.45244
612,60.411373
613,60.430244
614,56.340195
615,56.370243
616,56.22039
617,56.13063
618,60.209515
619,60.228336
620,60.3071
621,60.325798
622,56.356205
623,60.314865
624,60.33346
625,56.244
626,60.262554
627,60.221054
628,60.23949
629,60.25787
630,60.27619
631,56.30691
632,60.26519
633,60.283413
634,60.30158
635,60.259686
636,60.277737
637,60.29573
638,60.313667
639,56.3446
640,56.255627
641,60.27354
642,56.304672
643,60.38255
644,60.340374
645,60.35814
646,56.389412
647,60.40714
648,56.378517
649,60.39621
650,56.427692
651,60.385345
652,60.462944
653,56.434547
654,56.46624
655,56.498016
656,60.51561
657,56.36749
658,60.385044
659,56.417027
660,60.434544
661,60.45201
662,60.529427
663,60.60679
664,56.578915
665,56.55113
666,60.56847
667,56.54078
668,60.378082
669,60.455338
670,60.412537
671,60.48969
672,56.40214
673,56.25468
674,60.33181
675,60.40889
676,60.485916
677,56.51858
678,56.431328
679,60.508335
680,60.525295
681,56.55815
682,56.531086
683,56.5641
684,60.58105
685,60.417957
686,56.39108
687,60.407948
688,56.321163
689,56.294456
690,60.191303
691,60.268105
692,56.301502
693,56.33498
694,56.30853
695,56.282158
696,60.358967
697,56.332684
698,60.169456
699,56.14326
700,56.11714
701,60.133896
702,60.150597
703,56.18458
704,56.158638
705,56.192764
706,60.089462
707,56.06368
708,60.080338
709,60.15695
710,60.23352
711,60.19004
712,56.164383
713,60.12087
714,56.095295
715,60.111748
716,56.086258
717,56.12084
718,60.07727
719,60.09366
720,60.17
721,60.1863
722,56.160995
723,60.17726
724,60.19348
725,56.108276
726,56.14314
727,60.15934
728,56.074287
729,60.090454
730,60.106575
731,56.021614
732,60.097706
733,60.053753
734,56.02888
735,60.104897
736,60.06087
737,56.096092
738,56.07138
739,60.147335
740,60.223244
741,60.23911
742,60.134933
743,60.150715
744,60.22645
745,60.302147
746,60.2578
747,60.273415
748,60.288982
749,60.244514
750,56.28
751,56.255554
752,60.331062
753,56.36669
754,60.382175
755,56.35788
756,56.333652
757,60.409115
758,60.36454
759,56.280396
760,60.295788
761,56.27172
762,60.287086
763,60.30241
764,60.377697
765,60.39294
766,60.408146
767,56.384197
768,60.399376
769,60.35451
770,60.24961
771,56.10576
772,60.18083
773,56.21705
774,56.193333
775,56.169678
776,56.146084
777,60.221157
778,56.257633
779,60.212685
780,56.12923
781,60.144253
782,60.219234
783,56.19586
784,60.090816
785,60.165733
786,60.06061
787,56.03733
788,56.01411
789,55.87095
790,55.90785
791,55.884804
792,59.899696
793,59.854553
794,55.83159
795,59.906414
796,59.981205
797,59.99596
798,60.070675
799,60.145355
800,56.1225
801,60.137154
802,60.09177
803,56.12899
804,56.166267
805,56.0236
806,60.03821
807,60.052788
808,60.007328
809,60.021828
810,60.096294
811,60.050728
812,56.088177
813,60.162582
814,60.116955
815,60.07129
816,60.085587
817,56.063133
818,56.100735
819,55.898388
820,55.816097
821,59.890404
822,59.844673
823,55.882454
824,59.9567
825,59.97091
826,60.045086
827,59.999226
828,55.9771
829,60.05122
830,55.96916
831,55.88715
832,59.90125
833,55.879303
834,55.85741
835,59.8715
836,59.94555
837,55.92373
838,59.877758
839,59.95175
840,59.965714
841,60.039642
842,56.07791
843,56.116226
844,56.094597
845,56.073017
846,55.99149
847,55.970013
848,59.983963
849,60.05788
850,56.09647
851,60.110363
852,59.944225
853,60.018055
854,55.996723
855,59.950527
856,60.0243
857,59.91804
858,55.896782
859,59.9105
860,59.984184
861,55.962997
862,59.976658
863,56.015526
864,55.994446
865,55.97341
866,56.012424
867,60.02609
868,55.82516
869,59.898804
870,55.93793
871,59.89155
872,55.870735
873,59.94433
874,59.957893
875,59.91143
876,55.890686
877,55.92999
878,55.90934
879,59.98287
880,59.996365
881,59.88983
882,55.80925
883,59.882694
884,55.922173
885,55.841694
886,55.821262
887,55.680878
888,55.72054
889,55.640247
890,55.62
891,59.693466
892,55.733273
893,59.80672
894,55.726578
895,59.8
896,55.839912
897,55.759865
898,55.73987
899,59.813282
900,55.733334
901,59.806725
902,59.88009
903,59.953423
904,55.87354
905,59.706852
906,55.74702
907,55.727234
908,59.74053
909,59.813797
910,55.854065
911,55.77438
912,59.72763
913,55.707996
914,55.688404
915,59.70164
916,59.77485
917,59.788025
918,55.828495
919,59.841656
920,55.822174
921,59.77531
922,59.788418
923,59.801495
924,59.814545
925,59.827568
926,59.84056
927,59.793526
928,59.866467
929,59.939377
930,60.012257
931,55.87289
932,55.85356
933,55.894276
934,55.93503
935,55.91583
936,55.896667
937,59.90956
938,55.950447
939,59.903324
940,59.97617
941,55.95711
942,55.938087
943,55.91911
944,55.96017
945,59.973015
946,59.925835
947,59.878628
948,59.831394
949,59.84413
950,59.856842
951,55.837982
952,55.75916
953,59.531857
954,59.54453
955,55.58576
956,59.53841
957,59.611034
958,59.68363
959,59.576206
960,59.58875
961,59.66127
962,59.673763
963,59.74623
964,59.818672
965,55.86
966,59.932423
967,55.973797
968,59.9862
969,59.938576
970,55.74
971,59.752357
972,59.76469
973,55.806168
974,55.787678
975,59.8
976,59.692295
977,59.764565
978,55.686134
979,59.578384
980,59.59061
981,59.542812
982,55.58444
983,59.596622
984,59.60878
985,55.650455
986,55.57217
987,55.613922
988,55.53571
989,55.577534
990,59.5897
991,59.601837
992,59.613953
993,59.506042
994,59.458107
995,59.410152
996,55.392048
997,55.31398
998,55.355953
999,59.427986
1000,55.47
1001,59.54202
1002,59.49401
1003,55.47607
1004,55.518166
1005,59.59015
1006,55.512287
1007,55.55446
1008,55.536667
1009,59.54864
1010,59.620594
1011,59.57252
1012,55.554783
1013,55.53708
1014,55.579407
1015,55.561775
1016,59.5737
1017,59.585606
1018,59.657486
1019,55.6999
1020,59.771763
1021,55.81422
1022,55.856712
1023,55.779236
1024,55.701797
1025,59.713657
1026,59.665497
1027,55.6481
1028,59.659924
1029,59.61172
1030,55.594368
1031,59.606148
1032,55.52884
1033,55.51156
1034,59.523327
1035,59.535072
1036,55.517838
1037,59.589565
1038,59.66127
1039,55.524082
1040,59.595768
1041,59.607433
1042,55.53029
1043,59.36194
1044,59.433563
1045,59.445168
1046,55.488068
1047,55.471004
1048,59.542595
1049,59.554165
1050,59.625713
1051,59.69724
1052,59.708744
1053,55.75174
1054,59.823227
1055,59.83469
1056,59.906136
1057,55.829178
1058,59.840607
1059,59.79201
1060,59.623398
1061,55.666485
1062,55.649605
1063,59.720978
1064,59.73233
1065,59.80366
1066,55.84683
1067,59.858143
1068,59.92944
1069,55.912647
1070,55.835888
1071,59.72717
1072,59.738434
1073,59.809673
1074,59.880894
1075,59.892094
1076,55.81539
1077,59.886574
1078,55.74991
1079,59.821075
1080,59.712223
1081,55.755596
1082,55.739002
1083,59.81014
1084,59.821255
1085,55.8647
1086,55.848175
1087,55.771683
1088,55.69522
1089,55.678787
1090,59.62991
1091,59.641006
1092,59.65209
1093,59.72315
1094,59.734188
1095,59.805206
1096,59.756203
1097,59.707184
1098,55.69082
1099,59.701782
1100,55.625454
1101,55.609154
1102,59.680107
1103,59.57104
1104,59.521957
1105,59.532852
1106,55.5766
1107,59.58748
1108,59.65834
1109,55.70213
1110,59.772972
1111,55.816795
1112,59.827625
1113,59.59844
1114,55.5823
1115,59.593094
1116,55.57699
1117,59.587772
1118,55.3917
1119,55.435658
1120,59.44643
1121,59.397182
1122,59.467915
1123,55.451916
1124,59.402634
1125,59.413334
1126,55.45737
1127,59.468056
1128,59.538723
1129,55.5228
1130,59.47345
1131,55.51756
1132,55.561695
1133,55.48586
1134,59.556507
1135,55.480705
1136,59.55134
1137,59.56195
1138,55.606186
1139,59.616787
1140,59.62737
1141,55.43164
1142,55.475937
1143,59.486507
1144,55.47084
1145,55.455196
1146,59.52576
1147,59.476303
1148,55.400696
1149,59.351227
1150,55.395653
1151,55.320103
1152,59.390625
1153,55.31511
1154,55.35962
1155,55.344154
1156,59.414673
1157,55.33924
1158,55.383835
1159,59.454338
1160,55.438965
1161,55.483616
1162,59.434113
1163,55.418797
1164,55.463505
1165,55.50824
1166,55.493
1167,55.41779
1168,55.402603
1169,59.473106
1170,59.48359
1171,55.468437
1172,59.47891
1173,59.549362
1174,55.53424
1175,59.60468
1176,55.52959
1177,55.51453
1178,55.55949
1179,59.629925
1180,59.64034
1181,55.685333
1182,59.755737
1183,59.76612
1184,55.81115
1185,55.736202
1186,59.74658
1187,55.73166
1188,59.74202
1189,55.787132
1190,55.71227
1191,55.69743
1192,55.622616
1193,55.60783
1194,59.61819
1195,59.628536
1196,55.61378
1197,55.659046
1198,59.609383
1199,55.65468
1200,59.605
1201,59.615303
1202,55.42063
1203,55.465984
1204,55.451363
1205,59.52166
1206,59.53194
1207,55.39735
1208,55.382782
1209,55.368237
1210,55.173717
1211,55.219223
1212,59.229504
1213,59.29977
1214,55.285305
1215,59.295555
1216,59.30579
1217,59.25601
1218,59.326206
1219,59.33639
1220,59.22656
1221,55.21214
1222,55.25774
1223,59.2679
1224,59.33804
1225,55.383675
1226,59.3338
1227,55.31946
1228,55.305145
1229,59.195263
1230,59.265366
1231,55.31108
1232,55.296818
1233,59.30691
1234,55.232674
1235,59.242752
1236,59.312817
1237,55.29861
1238,55.224426
1239,59.234478
1240,55.280323
1241,55.26619
1242,59.216232
1243,59.16626
1244,59.17627
1245,55.16217
1246,59.232166
1247,59.30215
1248,55.28808
1249,55.27403
1250,59.284
1251,55.269978
1252,59.279938
1253,55.205936
1254,59.275887
1255,59.345818
1256,59.415733
1257,55.401768
1258,55.38782
1259,59.45773
1260,55.50381
1261,55.54991
1262,59.49981
1263,59.50969
1264,59.459557
1265,55.50569
1266,59.575546
1267,59.585384
1268,55.571545
1269,59.58137
1270,59.591183
1271,59.540977
1272,59.610756
1273,59.620518
1274,59.63027
1275,59.58
1276,55.506207
1277,55.432434
1278,59.32216
1279,55.308414
1280,59.378124
1281,59.147823
1282,55.1341
1283,55.060406
1284,55.04673
1285,59.05642
1286,55.042767
1287,59.05245
1288,55.09882
1289,59.168488
1290,59.23814
1291,55.28454
1292,59.35418
1293,59.303806
1294,59.373417
1295,59.38301
1296,59.392593
1297,59.46216
1298,55.448597
1299,59.458153
1300,59.467693
1301,59.537216
1302,55.523685
1303,55.510178
1304,55.556686
1305,59.446205
1306,55.49274
1307,55.539295
1308,55.585873
1309,55.63247
1310,59.581985
1311,55.508606
1312,55.495243
1313,59.384754
1314,55.371414
1315,59.32091
1316,59.390396
1317,59.339863
1318,59.289318
1319,59.358757
1320,59.368183
1321,59.377594
1322,59.38699
1323,55.433697
1324,59.503082
1325,59.51245
1326,59.46181
1327,59.41115
1328,59.420483
1329,59.369797
1330,59.379097
1331,59.388386
1332,59.39766
1333,55.444412
1334,59.51367
1335,59.58292
1336,59.592155
1337,55.578938
1338,55.56574
1339,59.634968
1340,55.62179
1341,59.691006
1342,55.737854
1343,55.72472
1344,55.71161
1345,59.720818
1346,55.707726
1347,59.716927
1348,59.786114
1349,59.795284
1350,55.72222
1351,59.671383
1352,55.71834
1353,59.787495
1354,59.736633
1355,59.685757
1356,59.694866
1357,55.621857
1358,55.548866
1359,59.55797
1360,55.425
1361,59.434093
1362,59.50317
1363,59.57224
1364,55.619297
1365,59.68835
1366,55.73543
1367,59.804478
1368,59.87351
1369,55.800613
1370,59.689636
1371,55.67676
1372,59.625774
1373,55.55292
1374,59.56192
1375,59.570908
1376,55.558083
1377,55.48527
1378,59.49425
1379,59.44322
1380,55.490437
1381,55.53767
1382,59.48663
1383,59.375576
1384,59.38451
1385,59.33343
1386,59.34234
1387,59.411232
1388,55.4585
1389,59.527386
1390,59.476257
1391,55.403553
1392,55.39086
1393,59.45973
1394,55.507057
1395,55.494408
1396,59.503265
1397,59.572113
1398,55.499485
1399,59.50832
1400,59.45714
1401,59.34595
1402,55.33335
1403,59.402153
1404,59.410942
1405,59.359715
1406,59.42848
1407,59.497227
1408,59.565968
1409,55.5534
1410,55.30085
1411,59.30958
1412,59.3783
1413,59.387005
1414,59.3357
1415,55.32318
1416,55.310677
1417,55.298195
1418,59.366882
1419,55.414417
1420,59.483097
1421,55.470654
1422,59.479324
1423,55.5269
1424,55.574493
1425,59.583157
1426,59.47181
1427,55.519424
1428,55.44706
1429,59.455704
1430,55.383358
1431,55.431026
1432,55.418716
1433,55.46642
1434,55.33414
1435,59.34279
1436,55.27053
1437,55.25829
1438,59.266926
1439,55.314705
1440,59.323334
1441,59.33195
1442,55.31975
1443,55.36757
1444,59.316177
1445,55.244015
1446,55.171867
1447,59.18047
1448,55.168343
1449,55.096233
1450,55.14414
1451,59.152737
1452,59.22132
1453,59.229897
1454,55.217827
1455,55.265774
1456,55.253735
1457,59.322308
1458,55.19029
1459,55.178288
1460,55.1063
1461,59.174866
1462,55.1029
1463,59.111454
1464,59.18
1465,59.24853
1466,59.317055
1467,55.245113
1468,59.253624
1469,59.262123
1470,59.210613
1471,59.27909
1472,59.287556
1473,59.236008
1474,59.24445
1475,55.172543
1476,59.240974
1477,55.169086
1478,55.15721
1479,59.22564
1480,55.213783
1481,55.201946
1482,59.270363
1483,59.33877
1484,59.40717
1485,59.415554
1486,59.42393
1487,59.37229
1488,55.420483
1489,59.48884
1490,55.477047
1491,55.525272
1492,55.45351
1493,55.50177
1494,59.51012
1495,59.518463
1496,55.506737
1497,55.43503
1498,55.483337
1499,55.41166
1500,59.42
1501,59.42833
1502,59.496643
1503,59.56495
1504,59.573246
1505,55.561596
1506,55.54996
1507,55.47834
1508,59.36663
1509,55.35503
1510,59.243313
1511,55.051727
1512,59.0
1513,59.008263
1514,59.07651
1515,59.08475
1516,55.073193
1517,55.121647
1518,55.050117
1519,55.098606
1520,55.147106
1521,59.155346
1522,59.103573
1523,55.152096
1524,59.220314
1525,59.108524
1526,59.116722
1527,59.18491
1528,59.25309
1529,55.241634
1530,59.249805
1531,59.25796
1532,55.06653
1533,59.134678
1534,55.183258
1535,59.191402
1536,59.13953
1537,59.14765
1538,55.196255
1539,55.244873
1540,59.252987
1541,59.14109
1542,59.209183
1543,55.257824
1544,55.306477
1545,59.254562
1546,55.303234
1547,55.35192
1548,55.40062
1549,59.468704
1550,59.476772
1551,59.424835
1552,59.492886
1553,55.421608
1554,59.429653
1555,59.377686
1556,59.265705
1557,59.333717
1558,59.34172
1559,59.28971
1560,55.21846
1561,55.207226
1562,59.21521
1563,59.163185
1564,55.09197
1565,55.08077
1566,55.00958
1567,55.058403
1568,55.107246
1569,59.17522
1570,55.224075
1571,59.172043
1572,55.220917
1573,59.228874
1574,59.29682
1575,55.345715
1576,59.353653
1577,59.361584
1578,55.350494
1579,59.358418
1580,59.42633
1581,59.43423
1582,59.322124
1583,59.330006
1584,59.33788
1585,59.28574
1586,59.233593
1587,55.28253
1588,59.350376
1589,55.339333
1590,59.40717
1591,59.354996
1592,59.422813
1593,59.37062
1594,59.31842
1595,55.367397
1596,59.43519
1597,55.424183
1598,55.47319
1599,59.540977
1600,59.54875
1601,55.597775
1602,59.60554
1603,55.534584
1604,59.602345
1605,55.531403
1606,55.580475
1607,59.648228
1608,59.65597
1609,55.52506
1610,59.472794
1611,59.480522
1612,55.469627
1613,55.458748
1614,55.32788
1615,55.37703
1616,59.384754
1617,59.45247
1618,59.460175
1619,55.44934
1620,55.49852
1621,55.42771
1622,59.435413
1623,55.484623
1624,59.432316
1625,59.44
1626,55.429226
1627,59.4369
1628,59.50457
1629,55.43381
1630,59.44147
1631,59.449123
1632,55.43838
1633,59.506027
1634,59.51366
1635,59.581284
1636,59.5289
1637,55.51818
1638,55.507473
1639,59.57508
1640,59.64268
1641,55.631992
1642,59.699585
1643,55.44891
1644,59.336494
1645,59.04407
1646,54.973415
1647,55.02277
1648,55.072136
1649,55.061516
1650,59.06909
1651,55.118484
1652,55.167892
1653,59.235462
1654,55.284885
1655,55.33432
1656,59.281883
1657,55.331333
1658,59.39889
1659,59.406437
1660,55.335903
1661,59.403442
1662,59.410976
1663,55.280457
1664,59.28798
1665,59.295494
1666,59.363003
1667,59.3705
1668,59.437984
1669,59.445465
1670,55.43497
1671,59.382442
1672,59.389904
1673,59.217358
1674,55.206882
1675,59.21433
1676,55.263866
1677,59.211308
1678,59.218735
1679,55.08829
1680,55.077858
1681,55.127438
1682,59.194862
1683,59.262283
1684,59.20969
1685,59.157093
1686,59.224483
1687,59.171867
1688,59.17924
1689,55.168846
1690,55.158463
1691,59.10583
1692,59.11319
1693,59.180542
1694,59.187885
1695,59.255222
1696,55.244858
1697,59.192184
1698,59.259506
1699,59.326817
1700,59.39412
1701,55.323772
1702,59.27107
1703,55.32074
1704,59.32803
1705,55.31771
1706,59.384995
1707,55.37469
1708,59.381966
1709,59.449234
1710,59.51649
1711,59.46374
1712,59.41098
1713,59.418213
1714,59.365437
1715,55.41516
1716,59.42238
1717,55.472115
1718,59.539326
1719,59.486526
1720,59.373722
1721,59.380905
1722,55.370663
1723,59.377842
1724,59.44501
1725,59.452175
1726,59.459328
1727,59.526474
1728,55.51625
1729,59.40339
1730,59.35052
1731,55.340313
1732,59.407436
1733,55.45724
1734,55.38706
1735,59.33418
1736,59.40129
1737,59.408394
1738,59.41549
1739,59.362576
1740,59.369656
1741,55.419495
1742,59.30657
1743,55.35642
1744,59.423485
1745,55.473354
1746,59.420414
1747,59.487465
1748,55.477345
1749,55.527237
1750,59.534286
1751,59.541325
1752,59.428356
1753,59.43538
1754,55.42529
1755,59.43231
1756,55.30223
1757,55.292168
1758,59.35918
1759,55.34913
1760,59.356136
1761,59.243134
1762,59.310123
1763,59.377106
1764,55.247074
1765,59.25405
1766,55.24403
1767,59.311
1768,55.360996
1769,55.351
1770,55.281017
1771,59.227985
1772,59.294945
1773,59.301895
1774,59.36884
1775,55.35887
1776,59.36581
1777,55.41586
1778,55.465916
1779,55.455986
1780,55.446068
1781,59.513004
1782,59.579933
1783,55.570026
1784,59.45695
1785,55.44706
1786,59.453976
1787,59.460884
1788,59.527786
1789,59.53468
1790,55.584805
1791,59.59169
1792,59.53857
1793,59.485443
1794,55.475586
1795,59.54245
1796,55.592606
1797,59.479465
1798,59.546318
1799,59.493164
1800,59.56
1801,55.610172
1802,55.660355
1803,59.667187
1804,55.717384
1805,59.72421
1806,59.55103
1807,55.60124
1808,59.548054
1809,55.598274
1810,55.64851
1811,59.595318
1812,59.66212
1813,55.712368
1814,59.779163
1815,55.76942
1816,59.716213
1817,59.602993
1818,59.609768
1819,55.480045
1820,59.486813
1821,55.4771
1822,59.483864
1823,55.354164
1824,59.300922
1825,55.291233
1826,55.221554
1827,55.27189
1828,59.338642
1829,55.26899
1830,59.275738
1831,59.28248
1832,59.229214
1833,55.219574
1834,55.269947
1835,59.336678
1836,59.4034
1837,55.393784
1838,55.38418
1839,59.390896
1840,55.381306
1841,55.43172
1842,59.438435
1843,55.308865
1844,59.375576
1845,59.442276
1846,59.44897
1847,55.439415
1848,59.386105
1849,59.272785
1850,59.33946
1851,55.38992
1852,59.45659
1853,59.46325
1854,59.469902
1855,59.47655
1856,59.24319
1857,55.173668
1858,55.044155
1859,58.99079
1860,55.04129
1861,59.10792
1862,55.038433
1863,59.105057
1864,59.171673
1865,59.238285
1866,59.304886
1867,59.251484
1868,55.302013
1869,59.248604
1870,59.315186
1871,55.36573
1872,59.43231
1873,55.36286
1874,59.429436
1875,55.42
1876,55.470577
1877,59.537144
1878,59.603706
1879,59.67026
1880,59.73681
1881,59.80335
1882,55.79394
